Uniprot ID,Description,Gene name,Log2(average_P/S)
P62495,Eukaryotic peptide chain release factor subunit 1 OS=Homo sapiens OX=9606 GN=ETF1 PE=1 SV=3,ETF1,-0.487558228
Q9Y6R0,Numb-like protein OS=Homo sapiens OX=9606 GN=NUMBL PE=1 SV=1,NUMBL,-0.492226011
P37268,Squalene synthase OS=Homo sapiens OX=9606 GN=FDFT1 PE=1 SV=1,FDFT1,-0.493384656
Q9NX24,H/ACA ribonucleoprotein complex subunit 2 OS=Homo sapiens OX=9606 GN=NHP2 PE=1 SV=1,NHP2,-0.501637783
O95816,BAG family molecular chaperone regulator 2 OS=Homo sapiens OX=9606 GN=BAG2 PE=1 SV=1,BAG2,-0.504697993
Q5JU85,IQ motif and SEC7 domain-containing protein 2 OS=Homo sapiens OX=9606 GN=IQSEC2 PE=1 SV=2,,-0.507039505
Q9Y3C0,WASH complex subunit 3 OS=Homo sapiens OX=9606 GN=WASHC3 PE=1 SV=1,CCDC53; WASHC3,-0.507568139
Q9BTD8,RNA-binding protein 42 OS=Homo sapiens OX=9606 GN=RBM42 PE=1 SV=1,RBM42,-0.519271201
Q2M2I8,AP2-associated protein kinase 1 OS=Homo sapiens OX=9606 GN=AAK1 PE=1 SV=3,AAK1,-0.523490435
Q92925,SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily D member 2 OS=Homo sapiens OX=9606 GN=SMARCD2 PE=1 SV=3,SMARCD2,-0.524684781
O60934,Nibrin OS=Homo sapiens OX=9606 GN=NBN PE=1 SV=1,NBN,-0.526281169
P10909,Clusterin OS=Homo sapiens OX=9606 GN=CLU PE=1 SV=1,CLU,-0.529314229
Q9H2P0,Activity-dependent neuroprotector homeobox protein OS=Homo sapiens OX=9606 GN=ADNP PE=1 SV=1,ADNP,-0.53269476
P01857,Immunoglobulin heavy constant gamma 1 OS=Homo sapiens OX=9606 GN=IGHG1 PE=1 SV=1,IGHG1,-0.532864959
P09012,U1 small nuclear ribonucleoprotein A OS=Homo sapiens OX=9606 GN=SNRPA PE=1 SV=3,SNRPA,-0.538116386
Q92922,SWI/SNF complex subunit SMARCC1 OS=Homo sapiens OX=9606 GN=SMARCC1 PE=1 SV=3,SMARCC1,-0.538839338
Q9NP66,High mobility group protein 20A OS=Homo sapiens OX=9606 GN=HMG20A PE=1 SV=1,HMG20A,-0.539726349
P01834,Immunoglobulin kappa constant OS=Homo sapiens OX=9606 GN=IGKC PE=1 SV=2,IGKC,-0.539905733
Q14684,Ribosomal RNA processing protein 1 homolog B OS=Homo sapiens OX=9606 GN=RRP1B PE=1 SV=3,RRP1B,-0.540397535
Q9H147,Deoxynucleotidyltransferase terminal-interacting protein 1 OS=Homo sapiens OX=9606 GN=DNTTIP1 PE=1 SV=2,DNTTIP1,-0.544650675
P02461,Collagen alpha-1(III) chain OS=Homo sapiens OX=9606 GN=COL3A1 PE=1 SV=4,COL3A1,-0.546067517
Q6ZVX7,F-box only protein 50 OS=Homo sapiens OX=9606 GN=NCCRP1 PE=1 SV=1,NCCRP1,-0.547226018
Q8IYU8,"Calcium uptake protein 2, mitochondrial OS=Homo sapiens OX=9606 GN=MICU2 PE=1 SV=2",EFHA1; MICU2,-0.55476479
Q9NP77,RNA polymerase II subunit A C-terminal domain phosphatase SSU72 OS=Homo sapiens OX=9606 GN=SSU72 PE=1 SV=1,SSU72,-0.559445483
P62306,Small nuclear ribonucleoprotein F OS=Homo sapiens OX=9606 GN=SNRPF PE=1 SV=1,SNRPF,-0.560755999
Q8N6H7,ADP-ribosylation factor GTPase-activating protein 2 OS=Homo sapiens OX=9606 GN=ARFGAP2 PE=1 SV=1,ARFGAP2,-0.562756146
P62308,Small nuclear ribonucleoprotein G OS=Homo sapiens OX=9606 GN=SNRPG PE=1 SV=1,SNRPG,-0.563036802
Q8IXQ6,Protein mono-ADP-ribosyltransferase PARP9 OS=Homo sapiens OX=9606 GN=PARP9 PE=1 SV=2,PARP9,-0.564487086
O15078,Centrosomal protein of 290 kDa OS=Homo sapiens OX=9606 GN=CEP290 PE=1 SV=2,CEP290,-0.566709614
P52294,Importin subunit alpha-5 OS=Homo sapiens OX=9606 GN=KPNA1 PE=1 SV=3,KPNA1,-0.56856795
Q9BT25,HAUS augmin-like complex subunit 8 OS=Homo sapiens OX=9606 GN=HAUS8 PE=1 SV=3,HAUS8,-0.573547171
Q5RKV6,Exosome complex component MTR3 OS=Homo sapiens OX=9606 GN=EXOSC6 PE=1 SV=1,EXOSC6,-0.573830227
O94913,Pre-mRNA cleavage complex 2 protein Pcf11 OS=Homo sapiens OX=9606 GN=PCF11 PE=1 SV=3,PCF11,-0.574014589
Q9NZ63,Telomere length and silencing protein 1 homolog OS=Homo sapiens OX=9606 GN=C9orf78 PE=1 SV=1,C9orf78,-0.575797076
Q9UNN8,Endothelial protein C receptor OS=Homo sapiens OX=9606 GN=PROCR PE=1 SV=1,PROCR,-0.577417972
Q96KP1,Exocyst complex component 2 OS=Homo sapiens OX=9606 GN=EXOC2 PE=1 SV=1,EXOC2,-0.577547044
Q9NVX0,HAUS augmin-like complex subunit 2 OS=Homo sapiens OX=9606 GN=HAUS2 PE=1 SV=1,HAUS2,-0.578544182
P0DP25,Calmodulin-3 OS=Homo sapiens OX=9606 GN=CALM3 PE=1 SV=1,CALM3; CALM2; CALM1,-0.578653098
P82912,"28S ribosomal protein S11, mitochondrial OS=Homo sapiens OX=9606 GN=MRPS11 PE=1 SV=2",MRPS11,-0.579374873
O75323,Protein NipSnap homolog 2 OS=Homo sapiens OX=9606 GN=NIPSNAP2 PE=1 SV=1,GBAS; NIPSNAP2,-0.584445822
P82932,"28S ribosomal protein S6, mitochondrial OS=Homo sapiens OX=9606 GN=MRPS6 PE=1 SV=3",MRPS6,-0.588378295
P10301,Ras-related protein R-Ras OS=Homo sapiens OX=9606 GN=RRAS PE=1 SV=1,RRAS,-0.591060944
P14868,"Aspartate--tRNA ligase, cytoplasmic OS=Homo sapiens OX=9606 GN=DARS1 PE=1 SV=2",DARS,-0.595228238
P21926,CD9 antigen OS=Homo sapiens OX=9606 GN=CD9 PE=1 SV=4,CD9,-0.599684316
Q9UNP9,Peptidyl-prolyl cis-trans isomerase E OS=Homo sapiens OX=9606 GN=PPIE PE=1 SV=1,PPIE,-0.600759274
Q13751,Laminin subunit beta-3 OS=Homo sapiens OX=9606 GN=LAMB3 PE=1 SV=1,LAMB3,-0.601624815
Q96D46,60S ribosomal export protein NMD3 OS=Homo sapiens OX=9606 GN=NMD3 PE=1 SV=1,NMD3,-0.60524536
Q8N5W9,Refilin-B OS=Homo sapiens OX=9606 GN=RFLNB PE=1 SV=1,FAM101B; RFLNB,-0.613183596
Q9H3P2,Negative elongation factor A OS=Homo sapiens OX=9606 GN=NELFA PE=1 SV=3,NELFA,-0.614539301
P53992,Protein transport protein Sec24C OS=Homo sapiens OX=9606 GN=SEC24C PE=1 SV=3,SEC24C,-0.615020513
O15020,"Spectrin beta chain, non-erythrocytic 2 OS=Homo sapiens OX=9606 GN=SPTBN2 PE=1 SV=3",SPTBN2,-0.618056784
Q9HC35,Echinoderm microtubule-associated protein-like 4 OS=Homo sapiens OX=9606 GN=EML4 PE=1 SV=3,EML4,-0.618757724
P48047,"ATP synthase subunit O, mitochondrial OS=Homo sapiens OX=9606 GN=ATP5PO PE=1 SV=1",ATP5O,-0.61975256
P69905,Hemoglobin subunit alpha OS=Homo sapiens OX=9606 GN=HBA1 PE=1 SV=2,HBA2; HBA1,-0.623996685
Q96B01,RAD51-associated protein 1 OS=Homo sapiens OX=9606 GN=RAD51AP1 PE=1 SV=1,RAD51AP1,-0.624132383
Q9H7X7,Intraflagellar transport protein 22 homolog OS=Homo sapiens OX=9606 GN=IFT22 PE=1 SV=1,RABL5; IFT22,-0.628780219
Q13308,Inactive tyrosine-protein kinase 7 OS=Homo sapiens OX=9606 GN=PTK7 PE=1 SV=2,PTK7,-0.631451975
P18074,General transcription and DNA repair factor IIH helicase subunit XPD OS=Homo sapiens OX=9606 GN=ERCC2 PE=1 SV=1,ERCC2,-0.633077529
Q9UGJ1,Gamma-tubulin complex component 4 OS=Homo sapiens OX=9606 GN=TUBGCP4 PE=1 SV=1,TUBGCP4,-0.634577442
O14979,Heterogeneous nuclear ribonucleoprotein D-like OS=Homo sapiens OX=9606 GN=HNRNPDL PE=1 SV=3,HNRNPDL; HNRPDL,-0.634775734
Q9H857,5'-nucleotidase domain-containing protein 2 OS=Homo sapiens OX=9606 GN=NT5DC2 PE=1 SV=1,NT5DC2,-0.642104647
Q9H078,Caseinolytic peptidase B protein homolog OS=Homo sapiens OX=9606 GN=CLPB PE=1 SV=1,CLPB,-0.642204044
Q9P2N5,RNA-binding protein 27 OS=Homo sapiens OX=9606 GN=RBM27 PE=1 SV=2,RBM27,-0.642716172
P12273,Prolactin-inducible protein OS=Homo sapiens OX=9606 GN=PIP PE=1 SV=1,PIP,-0.643413666
Q9UBD5,Origin recognition complex subunit 3 OS=Homo sapiens OX=9606 GN=ORC3 PE=1 SV=1,ORC3,-0.644780788
Q49A26,Putative oxidoreductase GLYR1 OS=Homo sapiens OX=9606 GN=GLYR1 PE=1 SV=4,GLYR1,-0.646028098
P62857,40S ribosomal protein S28 OS=Homo sapiens OX=9606 GN=RPS28 PE=1 SV=1,RPS28,-0.65023628
Q6PI48,"Aspartate--tRNA ligase, mitochondrial OS=Homo sapiens OX=9606 GN=DARS2 PE=1 SV=1",DARS2,-0.653130083
P23497,Nuclear autoantigen Sp-100 OS=Homo sapiens OX=9606 GN=SP100 PE=1 SV=3,SP100,-0.655727407
P86790,Vacuolar fusion protein CCZ1 homolog B OS=Homo sapiens OX=9606 GN=CCZ1B PE=1 SV=1,CCZ1; CCZ1B,-0.656585163
Q15041,ADP-ribosylation factor-like protein 6-interacting protein 1 OS=Homo sapiens OX=9606 GN=ARL6IP1 PE=1 SV=2,ARL6IP1,-0.658273287
Q9Y6J9,TAF6-like RNA polymerase II p300/CBP-associated factor-associated factor 65 kDa subunit 6L OS=Homo sapiens OX=9606 GN=TAF6L PE=1 SV=1,TAF6L,-0.658527227
Q14118,Dystroglycan OS=Homo sapiens OX=9606 GN=DAG1 PE=1 SV=2,DAG1,-0.658543568
Q8N1B4,Vacuolar protein sorting-associated protein 52 homolog OS=Homo sapiens OX=9606 GN=VPS52 PE=1 SV=1,VPS52,-0.660680916
Q8N684,Cleavage and polyadenylation specificity factor subunit 7 OS=Homo sapiens OX=9606 GN=CPSF7 PE=1 SV=1,CPSF7,-0.66234795
Q8IXM3,"39S ribosomal protein L41, mitochondrial OS=Homo sapiens OX=9606 GN=MRPL41 PE=1 SV=1",MRPL41,-0.663733287
Q13424,Alpha-1-syntrophin OS=Homo sapiens OX=9606 GN=SNTA1 PE=1 SV=1,SNTA1,-0.664232389
Q5BKY9,Protein FAM133B OS=Homo sapiens OX=9606 GN=FAM133B PE=1 SV=1,FAM133B,-0.664791008
Q6IQ49,Replication stress response regulator SDE2 OS=Homo sapiens OX=9606 GN=SDE2 PE=1 SV=1,SDE2,-0.670311572
Q01469,Fatty acid-binding protein 5 OS=Homo sapiens OX=9606 GN=FABP5 PE=1 SV=3,FABP5,-0.671301893
Q13613,Myotubularin-related protein 1 OS=Homo sapiens OX=9606 GN=MTMR1 PE=1 SV=4,MTMR1,-0.677850027
Q15906,Vacuolar protein sorting-associated protein 72 homolog OS=Homo sapiens OX=9606 GN=VPS72 PE=1 SV=1,VPS72,-0.682689493
O14497,AT-rich interactive domain-containing protein 1A OS=Homo sapiens OX=9606 GN=ARID1A PE=1 SV=3,ARID1A,-0.683425661
Q5VZE5,"N-alpha-acetyltransferase 35, NatC auxiliary subunit OS=Homo sapiens OX=9606 GN=NAA35 PE=1 SV=1",NAA35,-0.683636524
O00148,ATP-dependent RNA helicase DDX39A OS=Homo sapiens OX=9606 GN=DDX39A PE=1 SV=2,DDX39A,-0.68365198
P42892,Endothelin-converting enzyme 1 OS=Homo sapiens OX=9606 GN=ECE1 PE=1 SV=2,ECE1,-0.68626131
P78549,Endonuclease III-like protein 1 OS=Homo sapiens OX=9606 GN=NTHL1 PE=1 SV=2,NTHL1,-0.69174664
P13645,"Keratin, type I cytoskeletal 10 OS=Homo sapiens OX=9606 GN=KRT10 PE=1 SV=6",KRT10,-0.691793197
Q9Y6K5,2'-5'-oligoadenylate synthase 3 OS=Homo sapiens OX=9606 GN=OAS3 PE=1 SV=3,OAS3,-0.692298589
Q96EY4,Translation machinery-associated protein 16 OS=Homo sapiens OX=9606 GN=TMA16 PE=1 SV=2,TMA16,-0.698567061
P62304,Small nuclear ribonucleoprotein E OS=Homo sapiens OX=9606 GN=SNRPE PE=1 SV=1,SNRPE,-0.700191415
Q5D862,Filaggrin-2 OS=Homo sapiens OX=9606 GN=FLG2 PE=1 SV=1,FLG2,-0.70033781
Q9Y3D7,Mitochondrial import inner membrane translocase subunit TIM16 OS=Homo sapiens OX=9606 GN=PAM16 PE=1 SV=2,PAM16,-0.701534591
Q9UH03,Neuronal-specific septin-3 OS=Homo sapiens OX=9606 GN=SEPTIN3 PE=1 SV=3,SEPT3,-0.70163044
Q9Y230,RuvB-like 2 OS=Homo sapiens OX=9606 GN=RUVBL2 PE=1 SV=3,RUVBL2,-0.703823424
Q15796,Mothers against decapentaplegic homolog 2 OS=Homo sapiens OX=9606 GN=SMAD2 PE=1 SV=1,SMAD2,-0.70888628
Q14444,Caprin-1 OS=Homo sapiens OX=9606 GN=CAPRIN1 PE=1 SV=2,CAPRIN1,-0.713797828
Q8WVK2,U4/U6.U5 small nuclear ribonucleoprotein 27 kDa protein OS=Homo sapiens OX=9606 GN=SNRNP27 PE=1 SV=1,SNRNP27,-0.717090834
Q9BWU1,Cyclin-dependent kinase 19 OS=Homo sapiens OX=9606 GN=CDK19 PE=1 SV=1,CDK19,-0.71885104
O75909,Cyclin-K OS=Homo sapiens OX=9606 GN=CCNK PE=1 SV=2,CCNK,-0.722588071
P54886,Delta-1-pyrroline-5-carboxylate synthase OS=Homo sapiens OX=9606 GN=ALDH18A1 PE=1 SV=2,ALDH18A1,-0.723478373
Q9Y4K3,TNF receptor-associated factor 6 OS=Homo sapiens OX=9606 GN=TRAF6 PE=1 SV=1,TRAF6,-0.727069038
Q13084,"39S ribosomal protein L28, mitochondrial OS=Homo sapiens OX=9606 GN=MRPL28 PE=1 SV=4",MRPL28,-0.730529161
P35908,"Keratin, type II cytoskeletal 2 epidermal OS=Homo sapiens OX=9606 GN=KRT2 PE=1 SV=2",KRT2,-0.733762644
Q6IN84,"rRNA methyltransferase 1, mitochondrial OS=Homo sapiens OX=9606 GN=MRM1 PE=1 SV=1",MRM1,-0.733852152
Q15437,Protein transport protein Sec23B OS=Homo sapiens OX=9606 GN=SEC23B PE=1 SV=2,SEC23B,-0.735623377
Q15293,Reticulocalbin-1 OS=Homo sapiens OX=9606 GN=RCN1 PE=1 SV=1,RCN1,-0.735915083
Q8IY33,MICAL-like protein 2 OS=Homo sapiens OX=9606 GN=MICALL2 PE=1 SV=1,MICALL2,-0.737255576
O00186,Syntaxin-binding protein 3 OS=Homo sapiens OX=9606 GN=STXBP3 PE=1 SV=2,STXBP3,-0.739192022
Q9HAF1,Chromatin modification-related protein MEAF6 OS=Homo sapiens OX=9606 GN=MEAF6 PE=1 SV=1,MEAF6,-0.739643407
P31151,Protein S100-A7 OS=Homo sapiens OX=9606 GN=S100A7 PE=1 SV=4,S100A7,-0.741589076
Q8N1N4,"Keratin, type II cytoskeletal 78 OS=Homo sapiens OX=9606 GN=KRT78 PE=1 SV=2",KRT78,-0.745410339
Q92499,ATP-dependent RNA helicase DDX1 OS=Homo sapiens OX=9606 GN=DDX1 PE=1 SV=2,DDX1,-0.750873107
Q96AA8,Janus kinase and microtubule-interacting protein 2 OS=Homo sapiens OX=9606 GN=JAKMIP2 PE=1 SV=1,JAKMIP2,-0.753164609
Q8WUU5,GATA zinc finger domain-containing protein 1 OS=Homo sapiens OX=9606 GN=GATAD1 PE=1 SV=1,GATAD1,-0.753772051
O43913,Origin recognition complex subunit 5 OS=Homo sapiens OX=9606 GN=ORC5 PE=1 SV=1,ORC5,-0.755196342
Q9BXK1,Krueppel-like factor 16 OS=Homo sapiens OX=9606 GN=KLF16 PE=1 SV=1,KLF16,-0.758716347
P47756,F-actin-capping protein subunit beta OS=Homo sapiens OX=9606 GN=CAPZB PE=1 SV=4,CAPZB,-0.76263819
P52597,Heterogeneous nuclear ribonucleoprotein F OS=Homo sapiens OX=9606 GN=HNRNPF PE=1 SV=3,HNRNPF,-0.77333447
Q9NXX6,Non-structural maintenance of chromosomes element 4 homolog A OS=Homo sapiens OX=9606 GN=NSMCE4A PE=1 SV=2,NSMCE4A,-0.774284176
Q9NR50,Translation initiation factor eIF-2B subunit gamma OS=Homo sapiens OX=9606 GN=EIF2B3 PE=1 SV=1,EIF2B3,-0.77514779
Q6IBW4,Condensin-2 complex subunit H2 OS=Homo sapiens OX=9606 GN=NCAPH2 PE=1 SV=1,NCAPH2,-0.778719312
O75410,Transforming acidic coiled-coil-containing protein 1 OS=Homo sapiens OX=9606 GN=TACC1 PE=1 SV=2,TACC1,-0.786476566
Q15648,Mediator of RNA polymerase II transcription subunit 1 OS=Homo sapiens OX=9606 GN=MED1 PE=1 SV=4,MED1,-0.787427971
Q9BRX2,Protein pelota homolog OS=Homo sapiens OX=9606 GN=PELO PE=1 SV=2,PELO,-0.791600622
A4D1P6,WD repeat-containing protein 91 OS=Homo sapiens OX=9606 GN=WDR91 PE=1 SV=2,WDR91,-0.797525333
P51948,CDK-activating kinase assembly factor MAT1 OS=Homo sapiens OX=9606 GN=MNAT1 PE=1 SV=1,MNAT1,-0.798311212
Q6PI78,Transmembrane protein 65 OS=Homo sapiens OX=9606 GN=TMEM65 PE=1 SV=2,TMEM65,-0.800421403
Q01664,Transcription factor AP-4 OS=Homo sapiens OX=9606 GN=TFAP4 PE=1 SV=2,TFAP4,-0.805760245
Q14204,Cytoplasmic dynein 1 heavy chain 1 OS=Homo sapiens OX=9606 GN=DYNC1H1 PE=1 SV=5,DYNC1H1,-0.808664112
Q8N6R0,eEF1A lysine and N-terminal methyltransferase OS=Homo sapiens OX=9606 GN=EEF1AKNMT PE=1 SV=1,METTL13,-0.808767691
Q08554,Desmocollin-1 OS=Homo sapiens OX=9606 GN=DSC1 PE=1 SV=2,DSC1,-0.812229145
P63167,"Dynein light chain 1, cytoplasmic OS=Homo sapiens OX=9606 GN=DYNLL1 PE=1 SV=1",DYNLL1,-0.813425883
Q96DH6,RNA-binding protein Musashi homolog 2 OS=Homo sapiens OX=9606 GN=MSI2 PE=1 SV=1,MSI2,-0.815455021
P35241,Radixin OS=Homo sapiens OX=9606 GN=RDX PE=1 SV=1,RDX,-0.815471075
Q9H3R5,Centromere protein H OS=Homo sapiens OX=9606 GN=CENPH PE=1 SV=1,CENPH,-0.819564779
P14625,Endoplasmin OS=Homo sapiens OX=9606 GN=HSP90B1 PE=1 SV=1,HSP90B1,-0.820146942
Q15436,Protein transport protein Sec23A OS=Homo sapiens OX=9606 GN=SEC23A PE=1 SV=2,SEC23A,-0.820195394
Q05519,Serine/arginine-rich splicing factor 11 OS=Homo sapiens OX=9606 GN=SRSF11 PE=1 SV=1,SRSF11,-0.821467322
Q8NBJ5,Procollagen galactosyltransferase 1 OS=Homo sapiens OX=9606 GN=COLGALT1 PE=1 SV=1,COLGALT1; GLT25D1,-0.822015319
Q96B36,Proline-rich AKT1 substrate 1 OS=Homo sapiens OX=9606 GN=AKT1S1 PE=1 SV=1,AKT1S1,-0.824216615
P52594,Arf-GAP domain and FG repeat-containing protein 1 OS=Homo sapiens OX=9606 GN=AGFG1 PE=1 SV=2,AGFG1,-0.826414638
O00161,Synaptosomal-associated protein 23 OS=Homo sapiens OX=9606 GN=SNAP23 PE=1 SV=1,SNAP23,-0.827721926
Q7L4I2,Arginine/serine-rich coiled-coil protein 2 OS=Homo sapiens OX=9606 GN=RSRC2 PE=1 SV=1,RSRC2,-0.828113661
P46379,Large proline-rich protein BAG6 OS=Homo sapiens OX=9606 GN=BAG6 PE=1 SV=2,BAG6,-0.830049204
O14974,Protein phosphatase 1 regulatory subunit 12A OS=Homo sapiens OX=9606 GN=PPP1R12A PE=1 SV=1,PPP1R12A,-0.830227769
Q5TKA1,Protein lin-9 homolog OS=Homo sapiens OX=9606 GN=LIN9 PE=1 SV=1,LIN9,-0.830506419
Q15758,Neutral amino acid transporter B(0) OS=Homo sapiens OX=9606 GN=SLC1A5 PE=1 SV=2,SLC1A5,-0.8324981
P67936,Tropomyosin alpha-4 chain OS=Homo sapiens OX=9606 GN=TPM4 PE=1 SV=3,TPM4,-0.83380528
Q16643,Drebrin OS=Homo sapiens OX=9606 GN=DBN1 PE=1 SV=4,DBN1,-0.837691682
Q9Y265,RuvB-like 1 OS=Homo sapiens OX=9606 GN=RUVBL1 PE=1 SV=1,RUVBL1,-0.840131727
P29374,AT-rich interactive domain-containing protein 4A OS=Homo sapiens OX=9606 GN=ARID4A PE=1 SV=3,ARID4A,-0.841163794
Q96KG9,N-terminal kinase-like protein OS=Homo sapiens OX=9606 GN=SCYL1 PE=1 SV=1,SCYL1,-0.842441425
P01876,Immunoglobulin heavy constant alpha 1 OS=Homo sapiens OX=9606 GN=IGHA1 PE=1 SV=2,IGHA1,-0.844772038
Q9ULD2,Microtubule-associated tumor suppressor 1 OS=Homo sapiens OX=9606 GN=MTUS1 PE=1 SV=2,MTUS1,-0.845496379
Q2KHR2,DNA-binding protein RFX7 OS=Homo sapiens OX=9606 GN=RFX7 PE=1 SV=1,RFX7,-0.847832343
Q9Y6I4,Ubiquitin carboxyl-terminal hydrolase 3 OS=Homo sapiens OX=9606 GN=USP3 PE=1 SV=2,USP3,-0.848184925
Q96SB8,Structural maintenance of chromosomes protein 6 OS=Homo sapiens OX=9606 GN=SMC6 PE=1 SV=2,SMC6,-0.852338818
P11474,Steroid hormone receptor ERR1 OS=Homo sapiens OX=9606 GN=ESRRA PE=1 SV=3,ESRRA,-0.855408783
Q9BQ61,Telomerase RNA component interacting RNase OS=Homo sapiens OX=9606 GN=TRIR PE=1 SV=1,C19orf43; TRIR,-0.860804832
Q5PSV4,Breast cancer metastasis-suppressor 1-like protein OS=Homo sapiens OX=9606 GN=BRMS1L PE=1 SV=2,BRMS1L,-0.86143867
O60313,"Dynamin-like 120 kDa protein, mitochondrial OS=Homo sapiens OX=9606 GN=OPA1 PE=1 SV=3",OPA1,-0.865756949
Q15942,Zyxin OS=Homo sapiens OX=9606 GN=ZYX PE=1 SV=1,ZYX,-0.866720014
Q9H4Z3,mRNA (2'-O-methyladenosine-N(6)-)-methyltransferase OS=Homo sapiens OX=9606 GN=PCIF1 PE=1 SV=1,PCIF1,-0.868595167
P08238,Heat shock protein HSP 90-beta OS=Homo sapiens OX=9606 GN=HSP90AB1 PE=1 SV=4,HSP90AB1,-0.872488401
Q07021,"Complement component 1 Q subcomponent-binding protein, mitochondrial OS=Homo sapiens OX=9606 GN=C1QBP PE=1 SV=1",C1QBP,-0.887418034
Q16610,Extracellular matrix protein 1 OS=Homo sapiens OX=9606 GN=ECM1 PE=1 SV=2,ECM1,-0.889763388
P17066,Heat shock 70 kDa protein 6 OS=Homo sapiens OX=9606 GN=HSPA6 PE=1 SV=2,HSPA6,-0.890811984
Q9NUQ6,SPATS2-like protein OS=Homo sapiens OX=9606 GN=SPATS2L PE=1 SV=2,SPATS2L,-0.891218461
Q8WW12,PEST proteolytic signal-containing nuclear protein OS=Homo sapiens OX=9606 GN=PCNP PE=1 SV=2,PCNP,-0.891402379
P26640,Valine--tRNA ligase OS=Homo sapiens OX=9606 GN=VARS1 PE=1 SV=4,VARS; VARS2,-0.892176369
Q8WU90,Zinc finger CCCH domain-containing protein 15 OS=Homo sapiens OX=9606 GN=ZC3H15 PE=1 SV=1,ZC3H15,-0.892799983
P31483,Nucleolysin TIA-1 isoform p40 OS=Homo sapiens OX=9606 GN=TIA1 PE=1 SV=3,TIA1,-0.893039739
P81605,Dermcidin OS=Homo sapiens OX=9606 GN=DCD PE=1 SV=2,DCD,-0.893406523
Q8IUH3,RNA-binding protein 45 OS=Homo sapiens OX=9606 GN=RBM45 PE=1 SV=1,RBM45,-0.893991297
Q9NQ50,"39S ribosomal protein L40, mitochondrial OS=Homo sapiens OX=9606 GN=MRPL40 PE=1 SV=1",MRPL40,-0.901939354
Q9NV70,Exocyst complex component 1 OS=Homo sapiens OX=9606 GN=EXOC1 PE=1 SV=4,EXOC1,-0.902041555
Q5T749,Keratinocyte proline-rich protein OS=Homo sapiens OX=9606 GN=KPRP PE=1 SV=1,KPRP,-0.903873431
Q9NQZ2,Something about silencing protein 10 OS=Homo sapiens OX=9606 GN=UTP3 PE=1 SV=1,UTP3,-0.904441462
Q9NYP9,Protein Mis18-alpha OS=Homo sapiens OX=9606 GN=MIS18A PE=1 SV=1,MIS18A,-0.910327843
O43464,"Serine protease HTRA2, mitochondrial OS=Homo sapiens OX=9606 GN=HTRA2 PE=1 SV=2",HTRA2,-0.910436761
Q14320,Protein FAM50A OS=Homo sapiens OX=9606 GN=FAM50A PE=1 SV=2,FAM50A,-0.91229552
P47929,Galectin-7 OS=Homo sapiens OX=9606 GN=LGALS7 PE=1 SV=2,LGALS7; LGALS7B,-0.912967956
P13473,Lysosome-associated membrane glycoprotein 2 OS=Homo sapiens OX=9606 GN=LAMP2 PE=1 SV=2,LAMP2,-0.916328464
Q12894,Interferon-related developmental regulator 2 OS=Homo sapiens OX=9606 GN=IFRD2 PE=1 SV=3,IFRD2,-0.918213681
O60890,Oligophrenin-1 OS=Homo sapiens OX=9606 GN=OPHN1 PE=1 SV=1,OPHN1,-0.923377041
Q02543,60S ribosomal protein L18a OS=Homo sapiens OX=9606 GN=RPL18A PE=1 SV=2,RPL18A,-0.925047589
P51572,B-cell receptor-associated protein 31 OS=Homo sapiens OX=9606 GN=BCAP31 PE=1 SV=3,BCAP31,-0.925245484
Q969Z0,FAST kinase domain-containing protein 4 OS=Homo sapiens OX=9606 GN=TBRG4 PE=1 SV=1,TBRG4,-0.928875688
P09874,Poly [ADP-ribose] polymerase 1 OS=Homo sapiens OX=9606 GN=PARP1 PE=1 SV=4,PARP1,-0.931175891
P62140,Serine/threonine-protein phosphatase PP1-beta catalytic subunit OS=Homo sapiens OX=9606 GN=PPP1CB PE=1 SV=3,PPP1CB,-0.933647537
Q96GY3,Protein lin-37 homolog OS=Homo sapiens OX=9606 GN=LIN37 PE=1 SV=1,LIN37,-0.938071662
Q5T0N5,Formin-binding protein 1-like OS=Homo sapiens OX=9606 GN=FNBP1L PE=1 SV=3,FNBP1L,-0.942562694
Q8TAQ2,SWI/SNF complex subunit SMARCC2 OS=Homo sapiens OX=9606 GN=SMARCC2 PE=1 SV=1,SMARCC2,-0.945539274
P05089,Arginase-1 OS=Homo sapiens OX=9606 GN=ARG1 PE=1 SV=2,ARG1,-0.948544265
Q6P1K2,Polyamine-modulated factor 1 OS=Homo sapiens OX=9606 GN=PMF1 PE=1 SV=2,PMF1; PMF1-BGLAP,-0.964866005
Q9BXB5,Oxysterol-binding protein-related protein 10 OS=Homo sapiens OX=9606 GN=OSBPL10 PE=1 SV=2,OSBPL10,-0.967265118
Q86Y46,"Keratin, type II cytoskeletal 73 OS=Homo sapiens OX=9606 GN=KRT73 PE=1 SV=1",KRT73,-0.97040135
Q9NYK5,"39S ribosomal protein L39, mitochondrial OS=Homo sapiens OX=9606 GN=MRPL39 PE=1 SV=3",MRPL39,-0.972827659
Q9NZM3,Intersectin-2 OS=Homo sapiens OX=9606 GN=ITSN2 PE=1 SV=3,ITSN2,-0.978234973
